id;search_log_id;adults;children;picked_room;picked_price;picked_room.1
5911;129681;2;0;;;
5912;129682;2;0;;;
5913;129683;1;1;;;
5914;129683;1;1;;;
5915;129684;2;0;;;
5916;129685;2;0;;;
5917;129686;2;2;;;
5918;129687;2;0;;;
5919;129688;2;2;;;
5920;129689;2;0;;;
5921;129690;3;0;;;
5922;129691;2;0;;;
5923;129692;2;0;;;
5924;129693;2;1;;;
5925;129694;2;2;;;
5926;129695;2;0;;;
5927;129696;2;0;;;
5928;129697;2;2;;;
5929;129698;2;0;;;
5930;129699;2;0;;;
5931;129700;2;0;;;
5932;129701;2;0;;;
5933;129702;2;0;;;
5934;129703;2;0;;;
5935;129704;2;0;;;
5936;129705;2;1;;;
5937;129706;2;0;;;
5938;129707;2;0;;;
5940;129709;2;0;;;
5941;129710;2;2;;;
5943;129712;2;0;;;
5944;129713;2;0;;;
5945;129714;2;0;;;
5946;129715;2;0;;;
5947;129716;2;2;;;
5948;129717;1;0;;;
5949;129718;1;0;;;
5950;129718;2;0;;;
5951;129719;2;0;;;
5952;129720;2;0;;;
5953;129721;2;0;;;
5954;129722;2;0;;;
5955;129723;2;0;;;
5956;129724;2;0;;;
5957;129725;2;0;;;
5958;129726;2;0;;;
5959;129727;2;0;;;
5960;129728;2;0;;;
5961;129729;2;0;;;
5962;129729;2;0;;;
5963;129730;2;0;STN;110117.0;ROOMBB
5964;129731;2;0;;;
5965;129732;2;0;;;
5966;129733;2;1;;;
5967;129734;2;0;;;
5968;129735;2;0;;;
5969;129736;2;0;;;
5970;129737;2;0;;;
5971;129738;2;0;;;
5972;129739;2;1;;;
5973;129740;2;1;;;
5974;129741;2;0;;;
5975;129742;2;0;;;
5976;129742;2;0;;;
5977;129743;2;1;;;
5978;129744;2;0;;;
5979;129745;2;0;;;
5980;129746;2;1;;;
5981;129747;2;0;;;
5982;129748;2;0;;;
5983;129749;2;0;;;
5984;129750;2;0;;;
5985;129751;2;0;;;
5986;129752;2;0;;;
5987;129752;1;0;;;
5998;129757;2;0;;;
5999;129758;2;1;;;
6000;129759;2;0;;;
6001;129760;2;0;;;
6003;129762;2;0;;;
6004;129763;2;0;;;
6005;129764;2;0;;;
6006;129765;2;0;;;
6007;129766;2;0;;;
6008;129767;2;0;;;
6009;129768;2;0;;;
6010;129769;2;0;;;
6011;129770;2;1;;;
6012;129771;2;0;;;
6013;129772;2;0;STN;141700.0;ROOMBB
6014;129773;2;0;;;
6015;129774;2;2;;;
6016;129775;2;0;;;
6019;129778;2;0;;;
6020;129779;2;1;;;
6021;129780;2;3;;;
6022;129781;1;2;;;
6023;129781;1;1;;;
6024;129782;2;1;;;
6025;129783;2;0;;;
6026;129784;2;0;;;
6027;129785;2;0;;;
6028;129786;2;0;;;
6029;129787;2;0;;;
6030;129788;1;0;;;
6031;129788;1;0;;;
6032;129788;1;0;;;
6033;129788;1;0;;;
6034;129789;2;0;;;
6035;129789;2;0;;;
6036;129790;2;0;;;
6037;129790;2;0;;;
6038;129791;2;0;;;
6039;129791;2;0;;;
6040;129792;2;2;;;
6041;129793;2;0;;;
6042;129794;2;0;;;
6043;129795;2;0;;;
6044;129796;2;0;;;
6045;129797;2;0;;;
6046;129798;2;0;;;
6047;129799;2;0;;;
6048;129800;2;0;;;
6049;129801;2;0;;;
6050;129802;2;0;;;
6051;129803;2;0;;;
6052;129804;2;0;;;
6053;129805;2;0;;;
6054;129806;2;2;;;
6055;129806;2;2;;;
6056;129807;2;0;;;
6057;129808;2;2;;;
6058;129808;2;2;;;
6059;129808;2;2;;;
6060;129809;2;2;;;
6061;129809;2;2;;;
6062;129809;2;2;;;
6063;129810;2;0;;;
6064;129811;2;0;;;
6065;129812;3;0;;;
6066;129813;2;0;;;
6067;129813;1;0;;;
6068;129814;2;0;;;
6069;129814;2;2;;;
6070;129814;1;0;;;
6073;129817;2;0;;;
6074;129818;2;0;;;
6076;129820;2;1;;;
6077;129821;2;2;;;
6078;129822;2;0;;;
6079;129823;3;1;;;
6080;129824;3;1;;;
6081;129825;3;1;;;
6082;129826;2;0;;;
6083;129827;2;0;;;
6084;129828;2;1;;;
6085;129829;2;1;;;
6086;129830;2;2;;;
6087;129831;2;1;;;
6088;129832;2;0;;;
6089;129833;2;2;;;
6090;129834;2;0;;;
6091;129835;2;0;;;
6092;129836;2;0;;;
6093;129837;2;0;;;
6094;129838;2;0;;;
6095;129839;2;0;;;
6096;129839;1;2;;;
6097;129840;2;0;;;
6098;129841;1;0;;;
6100;129843;2;0;;;
6101;129844;3;0;;;
6102;129845;2;0;;;
6103;129846;2;2;;;
6104;129847;2;0;;;
6105;129848;2;0;;;
6106;129849;2;0;;;
6107;129850;2;0;;;
6108;129851;2;0;;;
6109;129852;2;0;;;
6110;129853;2;0;;;
6111;129854;2;0;;;
6112;129855;4;0;;;
6113;129856;2;0;;;
6114;129856;2;0;;;
6115;129857;2;0;;;
6116;129858;2;0;;;
6117;129859;2;0;;;
6118;129860;2;2;;;
6119;129861;2;0;;;
6120;129862;2;0;;;
6121;129863;2;0;;;
6122;129864;2;0;;;
6123;129865;1;2;;;
6124;129866;3;0;;;
6125;129867;2;2;;;
6126;129868;3;0;;;
6127;129869;2;2;;;
6128;129870;3;1;;;
6129;129871;2;0;;;
6130;129872;2;2;;;
6131;129873;2;0;;;
6132;129874;2;2;;;
6133;129875;2;0;;;
6134;129876;2;2;;;
6135;129877;2;2;;;
6136;129878;2;0;;;
6137;129879;2;0;;;
6138;129880;2;0;;;
6139;129881;2;1;;;
6140;129882;2;1;;;
6141;129883;2;0;;;
6142;129884;2;2;;;
6143;129885;2;2;;;
6144;129886;2;2;;;
6145;129887;2;1;;;
6146;129888;2;1;LAX;177358.0;ROOMAA
6147;129889;2;0;;;
6148;129890;2;1;;;
6149;129891;2;0;;;
6150;129892;2;0;LAX;104349.0;ROOMAA
6151;129893;2;0;;;
6152;129894;2;0;LAR;444.82;ROOMCC
6153;129895;2;1;;;
6154;129896;1;0;;;
6155;129897;2;0;;;
6156;129898;2;0;;;
6157;129899;2;0;;;
6158;129900;2;0;;;
6159;129901;2;0;;;
6160;129902;2;0;;;
6161;129903;2;0;;;
6162;129903;2;0;;;
6163;129904;2;0;;;
6164;129905;2;0;;;
6165;129906;2;0;;;
6166;129907;1;1;;;
6167;129907;1;1;;;
6168;129908;2;0;;;
6169;129909;2;0;;;
6170;129909;2;0;;;
6171;129910;2;0;;;
6172;129911;2;0;;;
6173;129912;2;2;;;
6174;129913;2;0;;;
6175;129914;2;3;;;
6176;129915;2;0;;;
6177;129916;2;0;;;
6178;129917;2;0;;;
6179;129918;2;0;;;
6180;129919;2;2;;;
6181;129920;2;0;;;
6182;129921;2;1;;;
6183;129922;1;3;;;
6184;129923;2;0;;;
6185;129923;1;2;;;
6186;129924;2;0;;;
6187;129925;2;0;;;
6188;129926;1;3;;;
6189;129927;2;1;;;
6190;129928;2;0;;;
6191;129929;2;0;;;
6192;129929;2;0;;;
6193;129930;2;0;;;
6194;129931;2;0;;;
6195;129932;2;0;;;
6196;129933;2;0;;;
6197;129934;3;0;;;
6198;129935;2;1;;;
6199;129936;2;1;;;
6200;129937;2;0;;;
6201;129938;2;0;;;
6202;129939;2;0;;;
6203;129940;1;0;;;
6204;129941;2;0;;;
6205;129942;2;0;;;
6206;129943;2;0;;;
6207;129944;2;0;;;
6208;129945;1;0;;;
6209;129946;1;0;;;
6210;129947;2;0;;;
6211;129948;2;0;;;
6212;129949;2;0;;;
6213;129950;2;0;;;
6214;129950;2;0;;;
6215;129951;2;3;;;
6216;129952;2;1;;;
6217;129952;0;2;;;
6218;129953;2;1;;;
6219;129953;1;1;;;
6220;129954;2;1;;;
6221;129954;1;1;;;
6222;129955;2;0;STN;102614.0;ROOMBB
6223;129955;2;0;STN;102614.0;ROOMBB
6224;129956;2;0;;;
6227;129959;2;0;;;
6228;129960;2;0;;;
6229;129961;2;0;;;
6230;129962;1;1;;;
6231;129963;2;0;;;
6232;129964;2;0;;;
6233;129965;2;2;;;
6234;129966;1;0;STN;207.9;ROOMBB
6235;129967;2;0;;;
6236;129968;2;0;;;
6237;129969;2;0;;;
6238;129970;2;0;;;
6239;129971;2;2;;;
6240;129972;2;0;;;
6241;129973;2;0;;;
6242;129974;2;0;;;
6243;129975;2;0;;;
6244;129976;2;0;;;
6245;129977;3;2;;;
6246;129978;3;2;;;
6247;129979;3;2;;;
6248;129980;2;0;;;
6249;129981;2;0;;;
6250;129982;2;0;;;
6251;129983;2;2;;;
6252;129984;3;0;;;
6253;129985;1;0;;;
6254;129986;2;0;;;
6255;129987;2;3;;;
6256;129988;2;1;;;
6257;129989;2;0;;;
6258;129990;2;0;;;
6259;129991;2;0;;;
6260;129992;2;0;;;
6261;129993;3;0;;;
6262;129994;2;0;;;
6263;129995;2;0;;;
6264;129996;2;1;;;
6265;129996;2;0;;;
6266;129997;2;0;;;
6267;129998;2;1;STN;146880.0;ROOMBB
6268;129998;2;0;LAX;169200.0;ROOMAA
6269;129999;2;0;;;
6270;130000;2;0;STN;168545.0;ROOMBB
6271;130001;2;0;;;
6272;130002;2;0;;;
6273;130003;2;0;;;
6274;130004;2;0;;;
6275;130005;2;1;;;
6276;130006;2;0;;;
6277;130007;2;1;;;
6278;130008;2;0;;;
6279;130009;2;0;;;
6280;130010;1;1;;;
6281;130011;2;1;;;
6282;130012;2;0;;;
6283;130013;2;0;;;
6284;130014;3;1;;;
6285;130015;3;1;;;
6286;130016;2;0;;;
6287;130017;2;0;;;
6288;130018;1;1;;;
6289;130019;2;0;;;
6290;130019;2;0;;;
6291;130020;2;0;;;
6292;130021;2;0;;;
6293;130022;2;0;;;
6294;130023;2;0;;;
6295;130024;2;0;;;
6297;130026;2;0;;;
6298;130027;2;1;;;
6299;130028;2;0;;;
6300;130029;2;2;;;
6301;130030;2;0;;;
6302;130031;2;0;;;
6303;130032;2;0;;;
6304;130032;2;0;;;
6305;130033;2;0;;;
6306;130033;2;0;;;
6308;130035;2;0;;;
6309;130036;2;0;;;
6312;130039;2;0;;;
6313;130040;2;0;;;
6314;130041;2;0;;;
6315;130042;2;0;;;
6316;130043;2;0;;;
6317;130044;2;0;;;
6318;130045;2;0;;;
6319;130046;2;0;;;
6320;130047;2;0;;;
6321;130048;2;0;;;
6322;130049;2;0;;;
6324;130051;2;0;;;
6325;130052;2;0;;;
6326;130053;2;0;;;
6327;130054;2;0;;;
6328;130055;2;0;;;
6329;130056;2;0;;;
6330;130057;2;0;;;
6331;130058;2;0;;;
6333;130060;2;0;;;
6334;130061;2;0;;;
6335;130062;1;2;;;
6336;130063;2;0;;;
6337;130064;2;0;;;
6338;130065;2;0;LAX;142657.0;ROOMAA
6339;130066;2;0;;;
6340;130067;2;0;;;
6341;130068;2;1;;;
6342;130069;2;0;;;
6343;130070;2;0;;;
6344;130071;2;0;;;
6345;130072;2;1;;;
6346;130073;2;0;;;
6347;130074;2;1;;;
6348;130075;2;1;;;
6349;130076;2;1;;;
6350;130077;2;1;;;
6351;130078;2;1;;;
6352;130079;3;0;;;
6353;130080;2;0;;;
6354;130081;2;0;;;
6355;130081;1;0;;;
6356;130082;2;0;;;
6357;130083;3;0;;;
6358;130084;2;0;;;
6359;130085;2;0;;;
6360;130086;2;0;;;
6361;130087;2;0;;;
6362;130088;2;0;;;
6363;130089;2;0;;;
6364;130090;2;0;;;
6365;130091;2;2;;;
6366;130092;2;2;;;
6367;130093;2;1;;;
6368;130094;2;0;;;
6369;130095;2;2;;;
6370;130096;2;0;;;
6372;130098;2;0;;;
6373;130099;2;0;;;
6374;130100;2;2;;;
6375;130101;2;0;;;
6376;130102;2;0;STN;140344.0;ROOMBB
6377;130103;2;2;;;
6378;130104;2;2;;;
6379;130105;2;0;;;
6380;130105;1;0;;;
6381;130106;2;0;;;
6382;130107;2;1;;;
6383;130108;2;1;;;
6384;130109;2;0;;;
6385;130110;2;0;;;
6386;130111;2;0;;;
6387;130112;2;0;;;
6388;130113;2;0;;;
6389;130114;2;2;;;
6390;130115;2;2;;;
6391;130116;2;0;;;
6392;130117;2;0;;;
6393;130118;2;0;;;
6394;130119;1;0;;;
6395;130120;2;0;;;
6396;130121;2;0;;;
6397;130122;2;0;;;
6398;130123;2;0;;;
6399;130124;2;0;;;
6400;130125;2;0;;;
6401;130126;3;2;;;
6402;130127;2;3;;;
6403;130128;2;0;;;
6404;130129;2;2;;;
6405;130130;2;2;;;
6406;130131;1;2;;;
6407;130132;2;0;;;
6408;130133;2;0;;;
6409;130134;2;0;;;
6410;130135;2;0;;;
6411;130136;2;0;;;
6412;130137;2;0;;;
6413;130138;4;0;;;
6414;130139;2;0;;;
6415;130139;2;0;;;
6416;130140;2;0;;;
6417;130140;2;0;;;
6418;130141;2;0;;;
6419;130142;2;0;;;
6420;130143;2;0;;;
6421;130144;2;2;;;
6422;130145;2;0;;;
6423;130146;2;0;;;
6424;130147;2;2;;;
6425;130148;3;0;;;
6426;130149;2;0;;;
6427;130150;2;0;;;
6428;130151;2;0;;;
6429;130152;2;0;;;
6663;130386;2;0;;;
6773;130496;2;0;;;
6774;130497;2;0;;;
6775;130498;2;0;;;
6776;130499;2;0;;;
6777;130500;2;0;;;
6778;130501;2;1;;;
6779;130502;2;1;;;
6780;130503;2;0;;;
6781;130504;2;2;;;
6782;130505;2;0;;;
6783;130506;2;0;;;
6784;130507;2;1;;;
6785;130508;2;1;;;
6786;130509;2;0;;;
6787;130510;1;1;;;
6788;130510;1;1;;;
6789;130511;2;0;;;
6790;130512;2;0;;;
6791;130513;2;0;;;
6792;130514;2;0;;;
6793;130515;2;0;;;
6795;130517;2;0;;;
6796;130518;2;0;;;
6797;130519;2;0;;;
6798;130519;1;0;;;
6799;130520;2;0;;;
6800;130520;2;0;;;
6801;130521;2;0;;;
6802;130522;2;0;;;
6803;130523;2;0;;;
6804;130524;2;0;;;
6805;130525;2;3;;;
6806;130526;2;3;;;
6807;130527;1;1;;;
6808;130528;2;3;;;
6809;130529;2;2;;;
6810;130530;2;0;;;
6811;130531;2;0;;;
6812;130532;2;0;;;
6813;130533;2;0;;;
6814;130534;2;0;;;
6815;130535;2;0;;;
6816;130536;2;0;;;
6817;130537;2;0;;;
6818;130538;2;0;;;
6819;130539;2;0;;;
6820;130540;2;1;;;
6821;130541;2;1;;;
6822;130542;2;0;;;
6823;130543;2;0;;;
6824;130544;2;0;;;
6825;130545;3;0;;;
6826;130546;3;0;;;
6827;130547;1;1;;;
6828;130547;1;1;;;
6829;130548;3;0;;;
6830;130549;2;0;;;
6832;130551;2;0;;;
6833;130552;2;0;;;
6834;130553;2;0;;;
6835;130554;3;0;;;
6836;130555;2;0;;;
6837;130556;2;0;;;
6838;130557;2;0;;;
6839;130558;2;2;;;
6840;130559;1;0;;;
6841;130560;1;0;;;
6842;130561;2;0;;;
6843;130562;1;0;;;
6844;130563;3;0;LAX;174053.0;ROOMAA
6845;130564;2;0;;;
6846;130565;2;0;;;
6847;130566;2;0;;;
6848;130567;3;0;;;
6849;130568;2;0;LAX;178459.0;ROOMAA
6850;130569;2;2;;;
6851;130570;2;0;;;
6852;130571;2;1;;;
6853;130572;2;0;;;
6854;130573;2;0;;;
6855;130574;2;0;;;
6856;130575;2;0;;;
6857;130576;2;0;;;
6858;130577;2;0;;;
6859;130578;2;0;;;
6860;130579;2;0;;;
6861;130580;3;0;;;
6862;130581;2;0;STN;203796.0;ROOMBB
6863;130582;2;0;;;
6865;130584;2;1;;;
6866;130585;2;0;;;
6867;130586;2;0;;;
6868;130587;2;0;;;
6869;130588;2;0;;;
6870;130589;2;0;;;
6871;130590;2;0;;;
6872;130590;0;2;;;
6873;130591;2;0;;;
6874;130591;0;2;;;
6875;130592;1;1;;;
6876;130592;1;1;;;
6877;130593;2;0;;;
6878;130594;2;0;;;
6879;130595;2;0;;;
6880;130596;2;0;;;
6881;130597;2;2;;;
6882;130598;1;1;;;
6883;130598;1;1;;;
6884;130599;2;0;;;
6885;130600;2;2;;;
6886;130601;2;2;;;
6887;130602;2;2;;;
6888;130603;2;2;;;
6889;130604;2;2;;;
6890;130605;2;2;;;
6891;130606;2;0;;;
6892;130607;2;2;;;
6893;130608;2;2;;;
6894;130609;2;2;;;
6895;130610;2;2;;;
6896;130611;4;2;;;
6897;130612;2;2;;;
6899;130614;2;2;;;
6900;130615;2;2;;;
6901;130616;2;1;;;
6902;130617;2;1;;;
6903;130618;2;0;;;
6904;130619;2;0;;;
6905;130620;2;0;LAR;129438.0;ROOMCC
6906;130621;2;0;;;
6907;130622;1;1;;;
6908;130623;2;0;;;
6909;130624;2;0;;;
6910;130625;2;0;;;
6911;130626;2;0;;;
6912;130627;2;2;;;
6913;130628;2;0;;;
6914;130629;2;0;;;
6915;130630;2;0;;;
6916;130631;2;0;;;
6917;130632;2;0;;;
6918;130633;2;1;;;
6919;130634;2;0;;;
6920;130635;1;1;;;
6921;130635;1;1;;;
6922;130636;2;0;;;
6923;130637;2;0;STN;153576.0;ROOMBB
6924;130638;2;0;;;
6925;130639;2;0;;;
6926;130640;2;2;;;
6927;130641;2;0;;;
6928;130642;2;0;;;
6929;130643;2;0;;;
6930;130644;2;1;;;
6931;130645;2;0;;;
6932;130646;2;0;;;
6933;130647;2;0;;;
6934;130648;2;2;;;
6935;130649;2;0;;;
6936;130650;2;2;;;
6937;130651;2;0;;;
6938;130652;2;0;;;
6939;130653;2;0;;;
6940;130654;2;0;;;
6941;130655;2;0;;;
6942;130656;2;0;;;
6943;130657;1;1;;;
6944;130657;1;1;;;
6945;130658;2;1;;;
6946;130659;2;0;;;
6947;130660;2;1;;;
6948;130661;2;1;;;
6949;130661;1;0;;;
6950;130662;2;0;;;
6951;130663;2;0;;;
6952;130664;2;0;;;
6953;130665;2;0;;;
6954;130666;2;0;;;
6955;130667;2;0;;;
6956;130668;2;0;;;
6957;130669;2;0;;;
6958;130670;2;0;;;
6959;130671;2;0;;;
6960;130672;2;0;;;
6961;130673;2;1;;;
6962;130674;2;0;;;
6963;130675;2;0;;;
6964;130676;2;0;;;
6965;130677;2;0;;;
6966;130678;2;0;;;
6967;130679;2;0;;;
6968;130680;2;0;;;
6969;130681;2;0;;;
6970;130682;1;2;;;
6971;130683;2;0;;;
6972;130684;2;1;;;
6973;130685;2;1;;;
6974;130686;1;1;;;
6975;130687;2;0;;;
6976;130688;2;0;;;
6977;130689;2;0;;;
6978;130690;2;0;;;
6979;130691;2;0;;;
6980;130692;2;0;;;
6981;130693;2;0;;;
6982;130694;2;0;;;
6983;130695;4;0;;;
6984;130696;2;0;;;
6985;130696;2;0;;;
6986;130697;2;0;;;
6987;130698;2;0;;;
6988;130699;2;0;;;
6989;130700;2;2;;;
6991;130702;2;0;;;
6992;130703;2;1;;;
6995;130706;2;0;;;
6996;130707;2;0;;;
6997;130708;2;0;;;
6998;130709;2;0;;;
6999;130710;2;0;;;
7000;130711;2;1;;;
7001;130712;2;0;;;
7002;130713;2;2;;;
7003;130714;2;0;;;
7004;130715;2;0;;;
7005;130716;3;0;;;
7006;130717;2;0;;;
7007;130718;2;0;;;
7008;130719;2;0;;;
7009;130720;2;0;;;
7010;130721;2;0;;;
7011;130722;2;0;STN;103094.0;ROOMBB
7012;130723;2;0;;;
7013;130724;2;1;;;
7014;130725;2;0;;;
7015;130726;2;1;;;
7016;130727;2;0;;;
7017;130728;2;0;;;
7018;130729;2;0;;;
7019;130730;2;0;;;
7020;130731;2;0;;;
7021;130732;2;0;;;
7022;130733;2;0;;;
7023;130734;2;1;;;
7024;130735;2;0;;;
7025;130736;1;0;;;
7026;130737;2;0;;;
7027;130738;2;0;;;
7028;130739;2;0;;;
7029;130739;0;0;;;
7030;130740;2;0;;;
7031;130741;2;0;;;
7032;130742;2;2;;;
7033;130743;2;0;;;
7034;130744;2;0;;;
7035;130745;2;0;;;
7036;130746;2;0;;;
7037;130747;2;0;;;
7038;130748;2;0;;;
7039;130749;2;3;;;
7040;130750;2;0;;;
7041;130751;2;3;;;
7042;130752;2;0;;;
7046;130756;2;0;;;
7047;130757;2;0;;;
7048;130758;2;0;;;
7049;130759;2;0;;;
7051;130761;2;0;STN;134946.0;ROOMBB
7052;130762;2;0;;;
7053;130763;2;0;;;
7054;130764;2;0;;;
7055;130764;2;0;;;
7056;130765;2;0;;;
7057;130766;2;0;;;
7058;130767;2;2;;;
7059;130768;2;0;;;
7060;130769;2;0;;;
7061;130770;2;2;;;
7062;130771;2;0;;;
7063;130772;2;0;;;
7064;130773;2;0;;;
7065;130774;2;0;;;
7066;130775;2;1;;;
7067;130776;2;0;;;
7068;130777;2;0;;;
7069;130778;2;0;;;
7070;130778;2;0;;;
7071;130779;2;0;;;
7072;130780;2;0;;;
7073;130781;2;0;;;
7074;130782;2;0;;;
7075;130783;2;0;;;
7076;130784;2;1;;;
7077;130785;2;0;;;
7078;130786;2;0;;;
7079;130787;2;0;;;
7080;130788;2;0;;;
7081;130789;2;0;;;
7082;130790;2;0;;;
7083;130791;2;0;;;
7084;130792;2;0;;;
7085;130793;2;0;;;
7086;130794;2;1;;;
7087;130795;2;0;;;
7088;130796;2;0;;;
7089;130797;2;0;;;
7090;130798;2;0;;;
7092;130800;2;0;;;
7093;130801;2;0;;;
7096;130804;1;0;;;
7097;130805;2;0;;;
7098;130806;2;0;;;
7099;130807;2;1;;;
7100;130808;1;0;;;
7101;130809;1;0;;;
7103;130811;2;2;;;
7104;130812;2;0;;;
7105;130813;2;0;;;
7106;130814;1;0;;;
7107;130815;1;0;;;
7108;130816;1;0;;;
7109;130817;2;0;;;
7110;130818;2;0;;;
7111;130819;2;1;;;
7112;130820;2;2;;;
7113;130821;2;0;;;
7114;130822;2;0;;;
7115;130823;1;1;;;
7116;130823;1;1;;;
7117;130824;2;0;;;
7118;130825;2;2;;;
7119;130826;2;0;;;
7120;130827;2;0;;;
7121;130828;2;0;;;
7122;130829;2;2;;;
7123;130830;3;0;;;
7124;130831;2;0;;;
7125;130832;2;0;;;
7126;130833;3;0;;;
7127;130834;2;0;;;
7128;130835;1;1;;;
7129;130835;1;1;;;
7130;130836;1;1;;;
7131;130836;1;1;;;
7132;130837;2;0;;;
7133;130838;2;0;;;
7134;130839;2;0;;;
7135;130840;1;1;;;
7136;130841;2;1;;;
7137;130842;1;1;;;
7138;130842;1;1;;;
7139;130843;2;0;;;
7140;130843;2;0;;;
7141;130843;2;0;;;
7142;130844;2;0;;;
7143;130845;2;1;;;
7144;130846;1;1;;;
7145;130846;1;1;;;
7146;130847;2;0;;;
7147;130848;2;0;;;
7148;130848;2;0;;;
7149;130849;3;0;;;
7150;130850;2;0;;;
7151;130851;2;0;;;
7152;130852;2;0;;;
7153;130853;2;0;;;
7154;130854;2;0;;;
7155;130855;3;0;;;
7156;130856;2;0;;;
7157;130857;2;0;;;
7158;130858;2;0;;;
7159;130859;2;0;;;
7160;130860;2;0;;;
7161;130861;2;0;;;
7162;130862;2;0;;;
7163;130863;2;0;;;
7164;130864;2;0;;;
7165;130865;2;0;;;
7166;130866;2;0;;;
7167;130867;2;0;;;
7168;130868;2;2;;;
7169;130869;2;2;;;
7170;130870;1;0;;;
7171;130871;2;0;;;
7172;130872;2;0;;;
7173;130873;2;0;;;
7174;130874;2;0;;;
7175;130875;2;0;;;
7176;130876;2;0;;;
7177;130877;2;1;;;
7178;130878;2;3;;;
7179;130879;2;0;;;
7180;130880;2;0;;;
7181;130881;2;1;;;
7182;130882;2;0;;;
7183;130883;2;0;;;
7184;130884;2;0;;;
7185;130885;2;0;;;
7186;130886;2;0;;;
7187;130887;2;0;;;
7188;130888;2;0;;;
7189;130889;2;0;;;
7190;130890;2;0;;;
7191;130891;2;0;;;
7192;130892;4;1;;;
7193;130893;2;0;;;
7194;130894;4;1;;;
7195;130895;2;0;;;
7196;130896;2;0;;;
7197;130897;2;0;;;
